
-------------------------------------
0p/1s
Recomb: 1p/1s + 2p/0s | 3c/3c1a, Prob: 28.80%
Recomb: 2p/1s + 1p/0s | 3c/3c1a, Prob: 28.80%
Recomb: 2p/1s + 1p/1s | 3c/3c1a, Prob: 28.80%
Recomb: 2p/1s + 2p/0s | 2c/3c1a, Prob: 28.80%
Recomb: 2p/1s + 2p/1s | 2c/3c1a, Prob: 28.80%
Recomb: 2p/1s + 3p/0s | 1c/3c1a, Prob: 28.80%
Recomb: 3p/0s + 0p/1s | 3c/3c1a, Prob: 28.80%
Recomb: 3p/0s + 0p/2s | 3c/3c1a, Prob: 28.80%
Recomb: 3p/0s + 1p/1s | 2c/3c1a, Prob: 28.80%
Recomb: 3p/0s + 1p/2s | 2c/3c1a, Prob: 28.80%
Recomb: 2p/1s + 2p/0s | 0c/4c1a, Prob: 28.52%
Recomb: 3p/0s + 1p/1s | 0c/4c1a, Prob: 28.52%
Recomb: 1p/1s + 2p/0s | 2c/4c0a, Prob: 28.50%
Recomb: 2p/1s + 1p/0s | 2c/4c0a, Prob: 28.50%
Recomb: 2p/1s + 1p/1s | 2c/3c0a, Prob: 28.50%
Recomb: 2p/1s + 1p/1s | 2c/4c0a, Prob: 28.50%
Recomb: 2p/1s + 1p/2s | 2c/2c0a, Prob: 28.50%
Recomb: 2p/1s + 1p/2s | 2c/3c0a, Prob: 28.50%
Recomb: 2p/1s + 2p/0s | 1c/4c0a, Prob: 28.50%
Recomb: 2p/1s + 2p/0s | 1c/5c0a, Prob: 28.50%
Recomb: 2p/1s + 2p/1s | 1c/3c0a, Prob: 28.50%
Recomb: 2p/1s + 2p/1s | 1c/4c0a, Prob: 28.50%
Recomb: 3p/0s + 0p/1s | 2c/4c0a, Prob: 28.50%
Recomb: 3p/0s + 0p/2s | 2c/3c0a, Prob: 28.50%
Recomb: 3p/0s + 0p/2s | 2c/4c0a, Prob: 28.50%
Recomb: 3p/0s + 0p/3s | 2c/2c0a, Prob: 28.50%
Recomb: 3p/0s + 0p/3s | 2c/3c0a, Prob: 28.50%
Recomb: 3p/0s + 1p/1s | 1c/4c0a, Prob: 28.50%
Recomb: 3p/0s + 1p/1s | 1c/5c0a, Prob: 28.50%
Recomb: 3p/0s + 1p/2s | 1c/3c0a, Prob: 28.50%
Recomb: 3p/0s + 1p/2s | 1c/4c0a, Prob: 28.50%
Recomb: 2p/1s + 3p/0s | 0c/1c1a, Prob: 28.27%
Recomb: 2p/1s + 2p/0s | 0c/3c0a, Prob: 27.90%
Recomb: 2p/1s + 2p/0s | 0c/3c1a, Prob: 27.90%
Recomb: 2p/1s + 2p/1s | 0c/2c0a, Prob: 27.90%
Recomb: 2p/1s + 2p/1s | 0c/3c1a, Prob: 27.90%
Recomb: 3p/0s + 1p/1s | 0c/3c0a, Prob: 27.90%
Recomb: 3p/0s + 1p/1s | 0c/3c1a, Prob: 27.90%
Recomb: 3p/0s + 1p/2s | 0c/2c0a, Prob: 27.90%
Recomb: 3p/0s + 1p/2s | 0c/3c1a, Prob: 27.90%
Recomb: 2p/1s + 2p/1s | 0c/2c1a, Prob: 26.87%
Recomb: 3p/0s + 1p/2s | 0c/2c1a, Prob: 26.87%
Recomb: 2p/1s + 1p/1s | 3c/2c1a, Prob: 26.40%
Recomb: 2p/1s + 2p/1s | 2c/2c1a, Prob: 26.40%
Recomb: 3p/0s + 0p/2s | 3c/2c1a, Prob: 26.40%
Recomb: 3p/0s + 1p/2s | 2c/2c1a, Prob: 26.40%
Recomb: 2p/1s + 2p/0s | 0c/3c2a, Prob: 26.04%
Recomb: 3p/0s + 1p/1s | 0c/3c2a, Prob: 26.04%
Recomb: 1p/1s + 2p/0s | 2c/3c0a, Prob: 25.65%
Recomb: 2p/1s + 1p/0s | 2c/3c0a, Prob: 25.65%
Recomb: 2p/1s + 1p/1s | 2c/2c0a, Prob: 25.65%
Recomb: 2p/1s + 1p/2s | 2c/1c0a, Prob: 25.65%
Recomb: 2p/1s + 2p/0s | 1c/3c0a, Prob: 25.65%
Recomb: 2p/1s + 2p/1s | 1c/2c0a, Prob: 25.65%
Recomb: 3p/0s + 0p/1s | 2c/3c0a, Prob: 25.65%
Recomb: 3p/0s + 0p/2s | 2c/2c0a, Prob: 25.65%
Recomb: 3p/0s + 0p/3s | 2c/1c0a, Prob: 25.65%
Recomb: 3p/0s + 1p/1s | 1c/3c0a, Prob: 25.65%
Recomb: 3p/0s + 1p/2s | 1c/2c0a, Prob: 25.65%
Recomb: 2p/1s + 2p/0s | 0c/2c2a, Prob: 24.80%
Recomb: 2p/1s + 2p/1s | 0c/2c2a, Prob: 24.80%
Recomb: 3p/0s + 1p/1s | 0c/2c2a, Prob: 24.80%
Recomb: 3p/0s + 1p/2s | 0c/2c2a, Prob: 24.80%
Recomb: 1p/1s + 2p/0s | 3c/3c2a, Prob: 24.48%
Recomb: 2p/1s + 1p/0s | 3c/3c2a, Prob: 24.48%
Recomb: 2p/1s + 2p/0s | 2c/3c2a, Prob: 24.48%
Recomb: 2p/1s + 3p/0s | 1c/3c2a, Prob: 24.48%
Recomb: 3p/0s + 0p/1s | 3c/3c2a, Prob: 24.48%
Recomb: 3p/0s + 1p/1s | 2c/3c2a, Prob: 24.48%
Recomb: 2p/1s + 2p/0s | 0c/2c1a, Prob: 24.18%
Recomb: 3p/0s + 1p/1s | 0c/2c1a, Prob: 24.18%
Recomb: 1p/1s + 2p/0s | 2c/4c1a, Prob: 23.94%
Recomb: 2p/1s + 1p/0s | 2c/4c1a, Prob: 23.94%
Recomb: 2p/1s + 2p/0s | 1c/4c1a, Prob: 23.94%
Recomb: 3p/0s + 0p/1s | 2c/4c1a, Prob: 23.94%
Recomb: 3p/0s + 1p/1s | 1c/4c1a, Prob: 23.94%
Recomb: 1p/1s + 2p/0s | 3c/2c1a, Prob: 23.76%
Recomb: 2p/1s + 1p/0s | 3c/2c1a, Prob: 23.76%
Recomb: 2p/1s + 2p/0s | 2c/2c1a, Prob: 23.76%
Recomb: 2p/1s + 3p/0s | 1c/2c1a, Prob: 23.76%
Recomb: 3p/0s + 0p/1s | 3c/2c1a, Prob: 23.76%
Recomb: 3p/0s + 1p/1s | 2c/2c1a, Prob: 23.76%
Recomb: 1p/1s + 2p/0s | 2c/3c1a, Prob: 22.80%
Recomb: 2p/1s + 1p/0s | 2c/3c1a, Prob: 22.80%
Recomb: 2p/1s + 1p/1s | 2c/3c1a, Prob: 22.80%
Recomb: 2p/1s + 2p/0s | 1c/3c1a, Prob: 22.80%
Recomb: 2p/1s + 2p/1s | 1c/3c1a, Prob: 22.80%
Recomb: 3p/0s + 0p/1s | 2c/3c1a, Prob: 22.80%
Recomb: 3p/0s + 0p/2s | 2c/3c1a, Prob: 22.80%
Recomb: 3p/0s + 1p/1s | 1c/3c1a, Prob: 22.80%
Recomb: 3p/0s + 1p/2s | 1c/3c1a, Prob: 22.80%
Recomb: 2p/1s + 2p/1s | 0c/1c2a, Prob: 22.73%
Recomb: 3p/0s + 1p/2s | 0c/1c2a, Prob: 22.73%
Recomb: 2p/1s + 2p/1s | 0c/1c1a, Prob: 22.32%
Recomb: 3p/0s + 1p/2s | 0c/1c1a, Prob: 22.32%
Recomb: 1p/1s + 2p/0s | 3c/2c0a, Prob: 22.32%
Recomb: 2p/1s + 1p/0s | 3c/2c0a, Prob: 22.32%
Recomb: 2p/1s + 1p/1s | 3c/1c0a, Prob: 22.32%
Recomb: 2p/1s + 2p/0s | 2c/2c0a, Prob: 22.32%
Recomb: 2p/1s + 2p/1s | 2c/1c0a, Prob: 22.32%
Recomb: 2p/1s + 3p/0s | 1c/2c0a, Prob: 22.32%
Recomb: 3p/0s + 0p/1s | 3c/2c0a, Prob: 22.32%
Recomb: 3p/0s + 0p/2s | 3c/1c0a, Prob: 22.32%
Recomb: 3p/0s + 1p/1s | 2c/2c0a, Prob: 22.32%
Recomb: 3p/0s + 1p/2s | 2c/1c0a, Prob: 22.32%
Recomb: 1p/1s + 2p/0s | 3c/2c2a, Prob: 21.60%
Recomb: 2p/1s + 1p/0s | 3c/2c2a, Prob: 21.60%
Recomb: 2p/1s + 2p/0s | 2c/2c2a, Prob: 21.60%
Recomb: 2p/1s + 2p/1s | 2c/2c2a, Prob: 21.60%
Recomb: 2p/1s + 3p/0s | 1c/2c2a, Prob: 21.60%
Recomb: 3p/0s + 0p/1s | 3c/2c2a, Prob: 21.60%
Recomb: 3p/0s + 1p/1s | 2c/2c2a, Prob: 21.60%
Recomb: 3p/0s + 1p/2s | 2c/2c2a, Prob: 21.60%
Recomb: 2p/1s + 3p/0s | 0c/0c2a, Prob: 21.20%
Recomb: 2p/1s + 1p/1s | 2c/2c1a, Prob: 20.90%
Recomb: 2p/1s + 1p/2s | 2c/2c1a, Prob: 20.90%
Recomb: 2p/1s + 2p/1s | 1c/2c1a, Prob: 20.90%
Recomb: 3p/0s + 0p/2s | 2c/2c1a, Prob: 20.90%
Recomb: 3p/0s + 0p/3s | 2c/2c1a, Prob: 20.90%
Recomb: 3p/0s + 1p/2s | 1c/2c1a, Prob: 20.90%
Recomb: 2p/1s + 2p/0s | 0c/1c2a, Prob: 20.46%
Recomb: 3p/0s + 1p/1s | 0c/1c2a, Prob: 20.46%
Recomb: 2p/1s + 1p/1s | 3c/1c1a, Prob: 19.44%
Recomb: 2p/1s + 2p/1s | 2c/1c1a, Prob: 19.44%
Recomb: 3p/0s + 0p/2s | 3c/1c1a, Prob: 19.44%
Recomb: 3p/0s + 1p/2s | 2c/1c1a, Prob: 19.44%
Recomb: 1p/1s + 2p/0s | 2c/3c2a, Prob: 19.38%
Recomb: 2p/1s + 1p/0s | 2c/3c2a, Prob: 19.38%
Recomb: 2p/1s + 2p/0s | 1c/3c2a, Prob: 19.38%
Recomb: 3p/0s + 0p/1s | 2c/3c2a, Prob: 19.38%
Recomb: 3p/0s + 1p/1s | 1c/3c2a, Prob: 19.38%
Recomb: 2p/1s + 2p/0s | 0c/2c0a, Prob: 19.22%
Recomb: 2p/1s + 2p/1s | 0c/1c0a, Prob: 19.22%
Recomb: 3p/0s + 1p/1s | 0c/2c0a, Prob: 19.22%
Recomb: 3p/0s + 1p/2s | 0c/1c0a, Prob: 19.22%
Recomb: 1p/1s + 2p/0s | 2c/2c1a, Prob: 18.81%
Recomb: 2p/1s + 1p/0s | 2c/2c1a, Prob: 18.81%
Recomb: 2p/1s + 2p/0s | 1c/2c1a, Prob: 18.81%
Recomb: 3p/0s + 0p/1s | 2c/2c1a, Prob: 18.81%
Recomb: 3p/0s + 1p/1s | 1c/2c1a, Prob: 18.81%
Recomb: 2p/1s + 3p/0s | 0c/1c0a, Prob: 18.81%
Recomb: 1p/1s + 2p/0s | 2c/2c0a, Prob: 17.67%
Recomb: 2p/1s + 1p/0s | 2c/2c0a, Prob: 17.67%
Recomb: 2p/1s + 1p/1s | 2c/1c0a, Prob: 17.67%
Recomb: 2p/1s + 2p/0s | 1c/2c0a, Prob: 17.67%
Recomb: 2p/1s + 2p/1s | 1c/1c0a, Prob: 17.67%
Recomb: 3p/0s + 0p/1s | 2c/2c0a, Prob: 17.67%
Recomb: 3p/0s + 0p/2s | 2c/1c0a, Prob: 17.67%
Recomb: 3p/0s + 1p/1s | 1c/2c0a, Prob: 17.67%
Recomb: 3p/0s + 1p/2s | 1c/1c0a, Prob: 17.67%
Recomb: 1p/1s + 2p/0s | 2c/2c2a, Prob: 17.10%
Recomb: 2p/1s + 1p/0s | 2c/2c2a, Prob: 17.10%
Recomb: 2p/1s + 1p/1s | 2c/2c2a, Prob: 17.10%
Recomb: 2p/1s + 1p/2s | 2c/1c1a, Prob: 17.10%
Recomb: 2p/1s + 2p/0s | 1c/2c2a, Prob: 17.10%
Recomb: 2p/1s + 2p/1s | 1c/2c2a, Prob: 17.10%
Recomb: 3p/0s + 0p/1s | 2c/2c2a, Prob: 17.10%
Recomb: 3p/0s + 0p/2s | 2c/2c2a, Prob: 17.10%
Recomb: 3p/0s + 0p/3s | 2c/1c1a, Prob: 17.10%
Recomb: 3p/0s + 1p/1s | 1c/2c2a, Prob: 17.10%
Recomb: 3p/0s + 1p/2s | 1c/2c2a, Prob: 17.10%
Recomb: 2p/1s + 2p/1s | 2c/1c2a, Prob: 16.80%
Recomb: 3p/0s + 1p/2s | 2c/1c2a, Prob: 16.80%
Recomb: 2p/1s + 2p/1s | 0c/0c2a, Prob: 16.74%
Recomb: 3p/0s + 1p/2s | 0c/0c2a, Prob: 16.74%
Recomb: 1p/1s + 2p/0s | 1c/4c0a, Prob: 15.50%
Recomb: 1p/1s + 2p/0s | 1c/5c0a, Prob: 15.50%
Recomb: 2p/1s + 1p/0s | 1c/4c0a, Prob: 15.50%
Recomb: 2p/1s + 1p/0s | 1c/5c0a, Prob: 15.50%
Recomb: 2p/1s + 1p/1s | 1c/3c0a, Prob: 15.50%
Recomb: 2p/1s + 1p/1s | 1c/4c0a, Prob: 15.50%
Recomb: 2p/1s + 1p/2s | 1c/2c0a, Prob: 15.50%
Recomb: 2p/1s + 1p/2s | 1c/3c0a, Prob: 15.50%
Recomb: 3p/0s + 0p/1s | 1c/4c0a, Prob: 15.50%
Recomb: 3p/0s + 0p/1s | 1c/5c0a, Prob: 15.50%
Recomb: 3p/0s + 0p/2s | 1c/3c0a, Prob: 15.50%
Recomb: 3p/0s + 0p/2s | 1c/4c0a, Prob: 15.50%
Recomb: 3p/0s + 0p/3s | 1c/2c0a, Prob: 15.50%
Recomb: 3p/0s + 0p/3s | 1c/3c0a, Prob: 15.50%
Recomb: 2p/1s + 1p/1s | 2c/1c1a, Prob: 15.39%
Recomb: 2p/1s + 2p/1s | 1c/1c1a, Prob: 15.39%
Recomb: 3p/0s + 0p/2s | 2c/1c1a, Prob: 15.39%
Recomb: 3p/0s + 1p/2s | 1c/1c1a, Prob: 15.39%
Recomb: 2p/1s + 2p/0s | 0c/1c1a, Prob: 15.38%
Recomb: 3p/0s + 1p/1s | 0c/1c1a, Prob: 15.38%
Recomb: 1p/1s + 2p/0s | 3c/1c2a, Prob: 15.12%
Recomb: 2p/1s + 1p/0s | 3c/1c2a, Prob: 15.12%
Recomb: 2p/1s + 2p/0s | 2c/1c2a, Prob: 15.12%
Recomb: 2p/1s + 3p/0s | 1c/1c2a, Prob: 15.12%
Recomb: 3p/0s + 0p/1s | 3c/1c2a, Prob: 15.12%
Recomb: 3p/0s + 1p/1s | 2c/1c2a, Prob: 15.12%
Recomb: 1p/1s + 2p/0s | 1c/3c0a, Prob: 13.95%
Recomb: 2p/1s + 1p/0s | 1c/3c0a, Prob: 13.95%
Recomb: 2p/1s + 1p/1s | 1c/2c0a, Prob: 13.95%
Recomb: 2p/1s + 1p/2s | 1c/1c0a, Prob: 13.95%
Recomb: 3p/0s + 0p/1s | 1c/3c0a, Prob: 13.95%
Recomb: 3p/0s + 0p/2s | 1c/2c0a, Prob: 13.95%
Recomb: 3p/0s + 0p/3s | 1c/1c0a, Prob: 13.95%
Recomb: 1p/1s + 2p/0s | 3c/1c1a, Prob: 13.39%
Recomb: 2p/1s + 1p/0s | 3c/1c1a, Prob: 13.39%
Recomb: 2p/1s + 2p/0s | 2c/1c1a, Prob: 13.39%
Recomb: 2p/1s + 3p/0s | 1c/1c1a, Prob: 13.39%
Recomb: 3p/0s + 0p/1s | 3c/1c1a, Prob: 13.39%
Recomb: 3p/0s + 1p/1s | 2c/1c1a, Prob: 13.39%
Recomb: 2p/1s + 1p/1s | 2c/1c2a, Prob: 13.30%
Recomb: 2p/1s + 2p/1s | 1c/1c2a, Prob: 13.30%
Recomb: 3p/0s + 0p/2s | 2c/1c2a, Prob: 13.30%
Recomb: 3p/0s + 1p/2s | 1c/1c2a, Prob: 13.30%
Recomb: 1p/1s + 2p/0s | 1c/4c1a, Prob: 13.02%
Recomb: 2p/1s + 1p/0s | 1c/4c1a, Prob: 13.02%
Recomb: 3p/0s + 0p/1s | 1c/4c1a, Prob: 13.02%
Recomb: 1p/1s + 2p/0s | 1c/3c1a, Prob: 12.40%
Recomb: 2p/1s + 1p/0s | 1c/3c1a, Prob: 12.40%
Recomb: 2p/1s + 1p/1s | 1c/3c1a, Prob: 12.40%
Recomb: 3p/0s + 0p/1s | 1c/3c1a, Prob: 12.40%
Recomb: 3p/0s + 0p/2s | 1c/3c1a, Prob: 12.40%
Recomb: 1p/1s + 2p/0s | 2c/1c2a, Prob: 11.97%
Recomb: 2p/1s + 1p/0s | 2c/1c2a, Prob: 11.97%
Recomb: 2p/1s + 2p/0s | 1c/1c2a, Prob: 11.97%
Recomb: 3p/0s + 0p/1s | 2c/1c2a, Prob: 11.97%
Recomb: 3p/0s + 1p/1s | 1c/1c2a, Prob: 11.97%
Recomb: 1p/1s + 2p/0s | 3c/1c0a, Prob: 11.88%
Recomb: 2p/1s + 1p/0s | 3c/1c0a, Prob: 11.88%
Recomb: 2p/1s + 2p/0s | 2c/1c0a, Prob: 11.88%
Recomb: 2p/1s + 3p/0s | 1c/1c0a, Prob: 11.88%
Recomb: 3p/0s + 0p/1s | 3c/1c0a, Prob: 11.88%
Recomb: 3p/0s + 1p/1s | 2c/1c0a, Prob: 11.88%
Recomb: 2p/1s + 2p/0s | 0c/0c2a, Prob: 11.53%
Recomb: 2p/1s + 2p/1s | 0c/0c1a, Prob: 11.53%
Recomb: 3p/0s + 1p/1s | 0c/0c2a, Prob: 11.53%
Recomb: 3p/0s + 1p/2s | 0c/0c1a, Prob: 11.53%
Recomb: 2p/1s + 1p/1s | 1c/2c1a, Prob: 11.37%
Recomb: 2p/1s + 1p/2s | 1c/2c1a, Prob: 11.37%
Recomb: 3p/0s + 0p/2s | 1c/2c1a, Prob: 11.37%
Recomb: 3p/0s + 0p/3s | 1c/2c1a, Prob: 11.37%
Recomb: 2p/1s + 3p/0s | 0c/0c1a, Prob: 11.29%
Recomb: 1p/1s + 2p/0s | 2c/1c1a, Prob: 10.60%
Recomb: 2p/1s + 1p/0s | 2c/1c1a, Prob: 10.60%
Recomb: 2p/1s + 2p/0s | 1c/1c1a, Prob: 10.60%
Recomb: 3p/0s + 0p/1s | 2c/1c1a, Prob: 10.60%
Recomb: 3p/0s + 1p/1s | 1c/1c1a, Prob: 10.60%
Recomb: 1p/1s + 2p/0s | 1c/3c2a, Prob: 10.54%
Recomb: 2p/1s + 1p/0s | 1c/3c2a, Prob: 10.54%
Recomb: 3p/0s + 0p/1s | 1c/3c2a, Prob: 10.54%
Recomb: 1p/1s + 2p/0s | 1c/2c1a, Prob: 10.23%
Recomb: 2p/1s + 1p/0s | 1c/2c1a, Prob: 10.23%
Recomb: 3p/0s + 0p/1s | 1c/2c1a, Prob: 10.23%
Recomb: 2p/1s + 2p/0s | 0c/1c0a, Prob: 10.23%
Recomb: 3p/0s + 1p/1s | 0c/1c0a, Prob: 10.23%
Recomb: 1p/1s + 2p/0s | 0c/4c0a, Prob: 10.00%
Recomb: 1p/1s + 2p/0s | 0c/5c0a, Prob: 10.00%
Recomb: 2p/1s + 1p/0s | 0c/4c0a, Prob: 10.00%
Recomb: 2p/1s + 1p/0s | 0c/5c0a, Prob: 10.00%
Recomb: 2p/1s + 1p/1s | 0c/3c0a, Prob: 10.00%
Recomb: 2p/1s + 1p/1s | 0c/4c0a, Prob: 10.00%
Recomb: 2p/1s + 1p/2s | 0c/2c0a, Prob: 10.00%
Recomb: 2p/1s + 1p/2s | 0c/3c0a, Prob: 10.00%
Recomb: 3p/0s + 0p/1s | 0c/4c0a, Prob: 10.00%
Recomb: 3p/0s + 0p/1s | 0c/5c0a, Prob: 10.00%
Recomb: 3p/0s + 0p/2s | 0c/3c0a, Prob: 10.00%
Recomb: 3p/0s + 0p/2s | 0c/4c0a, Prob: 10.00%
Recomb: 3p/0s + 0p/3s | 0c/2c0a, Prob: 10.00%
Recomb: 3p/0s + 0p/3s | 0c/3c0a, Prob: 10.00%
Recomb: 1p/1s + 2p/0s | 1c/2c0a, Prob: 9.61%
Recomb: 2p/1s + 1p/0s | 1c/2c0a, Prob: 9.61%
Recomb: 2p/1s + 1p/1s | 1c/1c0a, Prob: 9.61%
Recomb: 3p/0s + 0p/1s | 1c/2c0a, Prob: 9.61%
Recomb: 3p/0s + 0p/2s | 1c/1c0a, Prob: 9.61%
Recomb: 1p/1s + 2p/0s | 2c/1c0a, Prob: 9.40%
Recomb: 2p/1s + 1p/0s | 2c/1c0a, Prob: 9.40%
Recomb: 2p/1s + 2p/0s | 1c/1c0a, Prob: 9.40%
Recomb: 3p/0s + 0p/1s | 2c/1c0a, Prob: 9.40%
Recomb: 3p/0s + 1p/1s | 1c/1c0a, Prob: 9.40%
Recomb: 1p/1s + 2p/0s | 1c/2c2a, Prob: 9.30%
Recomb: 2p/1s + 1p/0s | 1c/2c2a, Prob: 9.30%
Recomb: 2p/1s + 1p/1s | 1c/2c2a, Prob: 9.30%
Recomb: 2p/1s + 1p/2s | 1c/1c1a, Prob: 9.30%
Recomb: 3p/0s + 0p/1s | 1c/2c2a, Prob: 9.30%
Recomb: 3p/0s + 0p/2s | 1c/2c2a, Prob: 9.30%
Recomb: 3p/0s + 0p/3s | 1c/1c1a, Prob: 9.30%
Recomb: 1p/1s + 2p/0s | 0c/4c1a, Prob: 9.20%
Recomb: 2p/1s + 1p/0s | 0c/4c1a, Prob: 9.20%
Recomb: 3p/0s + 0p/1s | 0c/4c1a, Prob: 9.20%
Recomb: 1p/1s + 2p/0s | 0c/3c0a, Prob: 9.00%
Recomb: 1p/1s + 2p/0s | 0c/3c1a, Prob: 9.00%
Recomb: 2p/1s + 1p/0s | 0c/3c0a, Prob: 9.00%
Recomb: 2p/1s + 1p/0s | 0c/3c1a, Prob: 9.00%
Recomb: 2p/1s + 1p/1s | 0c/2c0a, Prob: 9.00%
Recomb: 2p/1s + 1p/1s | 0c/3c1a, Prob: 9.00%
Recomb: 2p/1s + 1p/2s | 0c/1c0a, Prob: 9.00%
Recomb: 3p/0s + 0p/1s | 0c/3c0a, Prob: 9.00%
Recomb: 3p/0s + 0p/1s | 0c/3c1a, Prob: 9.00%
Recomb: 3p/0s + 0p/2s | 0c/2c0a, Prob: 9.00%
Recomb: 3p/0s + 0p/2s | 0c/3c1a, Prob: 9.00%
Recomb: 3p/0s + 0p/3s | 0c/1c0a, Prob: 9.00%
Recomb: 2p/1s + 1p/1s | 0c/2c1a, Prob: 8.67%
Recomb: 2p/1s + 1p/2s | 0c/2c1a, Prob: 8.67%
Recomb: 3p/0s + 0p/2s | 0c/2c1a, Prob: 8.67%
Recomb: 3p/0s + 0p/3s | 0c/2c1a, Prob: 8.67%
Recomb: 1p/1s + 2p/0s | 0c/3c2a, Prob: 8.40%
Recomb: 2p/1s + 1p/0s | 0c/3c2a, Prob: 8.40%
Recomb: 3p/0s + 0p/1s | 0c/3c2a, Prob: 8.40%
Recomb: 2p/1s + 1p/1s | 1c/1c1a, Prob: 8.37%
Recomb: 3p/0s + 0p/2s | 1c/1c1a, Prob: 8.37%
Recomb: 1p/1s + 2p/0s | 0c/2c2a, Prob: 8.00%
Recomb: 2p/1s + 1p/0s | 0c/2c2a, Prob: 8.00%
Recomb: 2p/1s + 1p/1s | 0c/2c2a, Prob: 8.00%
Recomb: 2p/1s + 1p/2s | 0c/1c1a, Prob: 8.00%
Recomb: 3p/0s + 0p/1s | 0c/2c2a, Prob: 8.00%
Recomb: 3p/0s + 0p/2s | 0c/2c2a, Prob: 8.00%
Recomb: 3p/0s + 0p/3s | 0c/1c1a, Prob: 8.00%
Recomb: 1p/1s + 2p/0s | 0c/2c1a, Prob: 7.80%
Recomb: 2p/1s + 1p/0s | 0c/2c1a, Prob: 7.80%
Recomb: 3p/0s + 0p/1s | 0c/2c1a, Prob: 7.80%
Recomb: 2p/1s + 1p/1s | 0c/1c2a, Prob: 7.33%
Recomb: 2p/1s + 1p/2s | 0c/1c2a, Prob: 7.33%
Recomb: 3p/0s + 0p/2s | 0c/1c2a, Prob: 7.33%
Recomb: 3p/0s + 0p/3s | 0c/1c2a, Prob: 7.33%
Recomb: 2p/1s + 1p/1s | 1c/1c2a, Prob: 7.23%
Recomb: 2p/1s + 1p/2s | 1c/1c2a, Prob: 7.23%
Recomb: 3p/0s + 0p/2s | 1c/1c2a, Prob: 7.23%
Recomb: 3p/0s + 0p/3s | 1c/1c2a, Prob: 7.23%
Recomb: 2p/1s + 1p/1s | 0c/1c1a, Prob: 7.20%
Recomb: 3p/0s + 0p/2s | 0c/1c1a, Prob: 7.20%
Recomb: 1p/1s + 2p/0s | 0c/1c2a, Prob: 6.60%
Recomb: 2p/1s + 1p/0s | 0c/1c2a, Prob: 6.60%
Recomb: 3p/0s + 0p/1s | 0c/1c2a, Prob: 6.60%
Recomb: 1p/1s + 2p/0s | 1c/1c2a, Prob: 6.51%
Recomb: 2p/1s + 1p/0s | 1c/1c2a, Prob: 6.51%
Recomb: 3p/0s + 0p/1s | 1c/1c2a, Prob: 6.51%
Recomb: 2p/1s + 2p/1s | 2c/0c2a, Prob: 6.48%
Recomb: 3p/0s + 1p/2s | 2c/0c2a, Prob: 6.48%
Recomb: 1p/1s + 2p/0s | 0c/2c0a, Prob: 6.20%
Recomb: 2p/1s + 1p/0s | 0c/2c0a, Prob: 6.20%
Recomb: 2p/1s + 1p/1s | 0c/1c0a, Prob: 6.20%
Recomb: 3p/0s + 0p/1s | 0c/2c0a, Prob: 6.20%
Recomb: 3p/0s + 0p/2s | 0c/1c0a, Prob: 6.20%
Recomb: 2p/1s + 2p/0s | 0c/0c1a, Prob: 6.14%
Recomb: 3p/0s + 1p/1s | 0c/0c1a, Prob: 6.14%
Recomb: 2p/1s + 1p/2s | 0c/0c2a, Prob: 6.00%
Recomb: 3p/0s + 0p/3s | 0c/0c2a, Prob: 6.00%
Recomb: 1p/1s + 2p/0s | 1c/1c1a, Prob: 5.77%
Recomb: 2p/1s + 1p/0s | 1c/1c1a, Prob: 5.77%
Recomb: 3p/0s + 0p/1s | 1c/1c1a, Prob: 5.77%
Recomb: 2p/1s + 1p/1s | 0c/0c2a, Prob: 5.40%
Recomb: 2p/1s + 1p/2s | 0c/0c1a, Prob: 5.40%
Recomb: 3p/0s + 0p/2s | 0c/0c2a, Prob: 5.40%
Recomb: 3p/0s + 0p/3s | 0c/0c1a, Prob: 5.40%
Recomb: 2p/1s + 1p/1s | 2c/0c2a, Prob: 5.13%
Recomb: 2p/1s + 1p/2s | 2c/0c1a, Prob: 5.13%
Recomb: 2p/1s + 2p/1s | 1c/0c2a, Prob: 5.13%
Recomb: 3p/0s + 0p/2s | 2c/0c2a, Prob: 5.13%
Recomb: 3p/0s + 0p/3s | 2c/0c1a, Prob: 5.13%
Recomb: 3p/0s + 1p/2s | 1c/0c2a, Prob: 5.13%
Recomb: 1p/1s + 2p/0s | 1c/1c0a, Prob: 5.12%
Recomb: 2p/1s + 1p/0s | 1c/1c0a, Prob: 5.12%
Recomb: 2p/1s + 2p/1s | 0c/0c0a, Prob: 5.12%
Recomb: 3p/0s + 0p/1s | 1c/1c0a, Prob: 5.12%
Recomb: 3p/0s + 1p/2s | 0c/0c0a, Prob: 5.12%
Recomb: 1p/1s + 2p/0s | 0c/1c1a, Prob: 4.96%
Recomb: 2p/1s + 1p/0s | 0c/1c1a, Prob: 4.96%
Recomb: 3p/0s + 0p/1s | 0c/1c1a, Prob: 4.96%
Recomb: 1p/1s + 2p/0s | 3c/0c2a, Prob: 4.46%
Recomb: 2p/1s + 1p/0s | 3c/0c2a, Prob: 4.46%
Recomb: 2p/1s + 1p/1s | 3c/0c1a, Prob: 4.46%
Recomb: 2p/1s + 2p/0s | 2c/0c2a, Prob: 4.46%
Recomb: 2p/1s + 2p/1s | 2c/0c1a, Prob: 4.46%
Recomb: 2p/1s + 3p/0s | 1c/0c2a, Prob: 4.46%
